Word, Sadness, Joy, Love, Anger, Fear, Surprise
psoriasis,1,1,0,1,0,0
truly,414,867,251,161,107,65
enjoying,113,234,64,50,39,11
work,1702,2770,464,870,693,220
useful,40,1139,9,14,18,7
surprised,75,103,27,42,56,1090
apparently,60,69,12,31,14,5
pregnant,136,167,30,68,57,17
realize,376,314,95,164,129,40
mothers,65,67,37,34,15,12
loved,324,748,1323,132,97,45
ones,271,365,156,115,82,30
continue,272,434,85,104,122,36
terrific,4,773,0,1,1,0
lbs,26,61,3,11,4,6
past,845,693,213,294,276,88
days,1575,1595,347,600,411,151
peaceful,22,1146,23,22,15,6
others,761,1073,330,452,343,96
writing,719,854,167,272,344,119
great,508,1089,225,188,201,87
card,72,153,27,35,26,12
withdrawal,17,9,3,6,4,2
puff,3,2,2,3,3,0
try,1102,1125,241,515,451,83
momentarily,12,16,2,5,2,5
release,59,91,23,31,32,6
present,120,220,40,56,54,19
pangs,13,6,8,5,4,0
ill,945,1234,272,424,376,103
square,20,22,2,6,7,1
hopeless,1206,28,8,33,65,6
fact,704,714,173,379,274,89
free,202,1497,130,115,91,27
stupid,1416,147,35,209,107,20
addiction,38,28,9,11,5,3
sweat,43,50,22,25,17,9
brow,14,9,0,3,0,0
surely,39,52,11,16,19,7
wasn,239,357,89,106,86,42
recommendation,1,7,2,1,2,1
pharmacist,0,2,0,0,1,0
maybe,711,790,245,341,317,79
sarcasm,8,12,3,8,7,3
embaressing,0,1,0,0,0,0
complaints,16,18,3,12,6,3
acceptable,15,1155,9,11,4,0
thailand,7,15,2,3,2,1
insult,18,16,2,27,6,0
unemployed,21,5,0,4,6,0
job,608,756,125,261,233,55
thought,1165,1248,326,552,480,164
movie,199,265,108,104,72,55
lift,57,64,15,13,14,9
spirits,36,49,11,7,9,3
inspired,57,1154,32,22,32,24
motivated,47,164,11,12,19,7
teach,61,149,37,35,35,8
younger,67,90,20,33,26,10
generation,41,53,6,17,13,5
ala,1,2,0,0,2,1
grandfather,40,18,8,6,4,1
teaching,79,175,34,26,38,8
movies,95,95,41,41,22,15
captain,10,16,2,6,3,2
john,56,84,21,21,13,5
keating,0,1,0,0,0,0
realistically,3,7,2,1,2,1
speaking,78,102,21,36,53,6
samuel,2,3,1,1,2,0
f,47,56,21,21,14,5
explaining,43,31,10,19,20,6
whatever,348,403,100,194,108,33
creative,80,1308,27,41,38,13
women,329,527,139,205,138,35
look,1317,1807,335,553,484,281
friendly,23,1131,28,23,24,5
outgoing,4,350,3,0,7,2
absolutely,412,472,66,112,122,72
funnier,1,2,1,0,1,0
tokyo,4,13,3,0,2,3
sinfully,1,2,1,1,0,0
horny,11,7,891,2,3,0
sunday,131,151,38,53,31,12
melancholy,1056,22,10,10,5,5
pessimistic,24,9,0,8,7,2
thankful,141,1449,91,42,38,29
thanksgiving,52,136,27,24,14,7
scared,279,156,30,89,1466,36
thing,1113,1170,246,604,523,169
moments,275,351,98,77,89,42
relationships,143,102,75,55,49,9
generally,258,220,44,120,74,23
immensely,24,49,8,10,11,3
privileged,9,1123,5,8,2,6
spend,381,449,116,176,111,38
mountains,8,33,15,4,9,11
tortured,21,3,5,731,730,1
truthful,11,428,3,5,7,2
held,90,105,39,45,40,17
accountable,7,14,1,3,3,1
lame,1044,20,7,12,10,1
shake,133,112,30,70,43,15
fear,322,260,87,126,416,43
failing,51,26,6,21,16,4
theres,322,312,93,128,121,34
line,180,251,63,90,75,23
prying,4,3,2,2,2,0
recently,255,248,69,125,84,40
crossing,11,18,4,7,9,3
freaks,4,10,2,1,2,1
b,139,157,48,88,49,15
irritates,0,2,3,4,0,0
closed,49,52,18,38,27,12
loop,12,22,8,8,4,3
continuously,28,17,5,5,6,0
fishing,8,20,5,2,6,6
information,67,266,34,58,71,27
subject,73,109,52,36,46,12
ignoring,32,27,9,26,10,4
pretending,31,35,9,23,7,1
someone,1490,1460,642,953,623,144
wasnt,541,900,199,241,186,111
hide,137,102,32,41,62,8
accepted,80,1237,1119,34,36,5
react,45,34,9,27,32,3
honoured,1,904,3,1,0,2
sharing,97,185,66,41,84,14
made,1810,1987,401,574,584,208
guest,40,76,8,21,8,4
designer,11,56,6,7,6,1
lovely,86,245,1139,34,26,12
challenge,70,199,23,29,60,9
create,79,299,55,42,51,15
watch,311,437,112,151,116,64
comments,144,283,52,124,47,11
believe,588,801,208,214,215,56
usual,153,171,33,95,63,18
horrible,1216,99,30,70,53,6
bolt,7,2,1,5,0,1
lightening,3,1,0,4,0,0
ripping,5,5,2,6,2,0
chest,147,104,51,51,50,25
dirty,1006,33,19,44,18,6
oily,13,9,3,8,2,0
socialization,1,2,0,0,0,0
fearless,4,305,0,2,8,3
witness,25,66,7,7,11,3
diligent,5,4,0,0,0,0
efforts,116,114,22,22,13,6
books,205,374,111,98,85,58
represented,3,20,1,3,0,0
excellence,3,8,1,1,2,0
learn,214,461,79,90,108,57
euphemisms,0,1,0,1,0,0
pout,6,1,1,3,3,0
annoyed,88,52,11,1351,42,5
numbed,8,6,0,1,1,0
issue,121,232,39,90,56,10
touch,175,262,269,87,69,19
branch,13,19,2,0,2,2
schedules,8,9,1,4,10,0
problems,233,230,39,127,72,18
got,1403,1940,418,764,519,250
cutscenes,0,0,0,1,0,0
gonna,177,213,41,110,69,19
kick,63,102,31,47,28,10
nobody,137,68,33,52,36,10
ass,178,122,40,89,29,8
irrationally,4,6,3,17,4,0
toward,121,191,249,194,45,11
therapist,24,35,6,18,14,1
abandoned,100,13,10,17,10,6
annoying,64,44,13,62,17,6
reasons,189,173,53,125,82,20
maternity,4,21,3,2,1,1
intelligent,13,1152,10,8,7,3
mouth,96,113,56,83,45,19
shut,82,52,23,59,37,7
entertained,9,451,5,1,2,3
precious,60,1178,43,28,23,4
daddy,29,37,13,16,11,5
someday,34,59,14,8,14,3
holy,38,61,23,13,12,7
crap,198,141,30,107,40,14
bitchy,13,8,6,1104,6,1
hanging,83,87,17,26,35,6
school,735,898,214,370,319,91
mean,603,568,182,410,217,65
numb,1125,29,14,31,35,15
rushing,24,28,14,25,10,5
soon,306,431,95,148,162,36
exit,11,8,3,4,7,2
effort,190,258,53,82,49,20
listless,704,1,2,4,3,0
unsettled,29,9,0,26,38,4
relaxed,27,1343,14,21,34,11
stilted,2,1,0,1,0,0
jumbled,3,2,1,2,2,0
manuscript,8,12,0,0,4,1
push,158,143,39,51,62,17
becomes,68,79,24,30,28,7
bearable,3,7,0,1,1,1
endure,30,29,5,9,6,3
everyday,196,249,43,82,72,31
meaningless,28,16,1,10,2,2
reminds,48,52,21,6,19,6
must,591,742,215,304,258,89
resolve,20,42,4,12,9,2
lessen,12,7,0,3,1,0
becoming,160,210,53,137,74,19
volunteer,13,32,5,8,6,0
friend,724,677,272,463,224,59
second,247,388,105,117,107,37
amendment,2,7,2,0,1,0
rights,29,44,19,27,14,3
natural,88,130,33,29,51,12
lied,46,25,8,31,8,1
spirited,8,8,6,4,1,0
live,488,708,177,222,162,63
performances,4,16,9,3,2,2
terrified,57,44,8,18,1126,10
stage,94,158,32,45,56,20
offended,37,21,2,1043,7,1
dancer,5,12,5,6,4,2
abilities,41,78,7,11,33,11
walking,208,237,62,100,182,50
performance,49,97,19,30,27,15
discontent,908,8,1,14,8,2
detached,32,11,2,15,5,5
disapointed,5,0,0,3,2,0
mind,721,748,209,343,325,91
prefers,7,6,3,0,2,0
continuity,2,6,0,0,0,1
satisfaction,34,100,19,24,12,7
christmassy,3,21,4,2,0,0
begin,221,267,71,105,146,36
ferocious,1,1,2,65,1,0
headache,121,40,4,45,26,10
october,24,43,14,13,10,2
managing,17,27,4,9,8,1
festive,14,1017,2,3,1,2
motions,18,14,2,9,5,3
piccadilly,0,0,0,1,0,0
awash,1,1,0,3,0,0
office,173,194,39,79,54,22
party,157,209,45,101,60,15
diaspora,2,0,1,1,2,0
brothers,48,55,21,29,12,5
destroying,7,12,1,6,4,1
drilled,3,3,0,1,0,0
hole,80,56,20,31,15,9
cordless,2,0,1,0,0,0
drill,7,3,0,7,3,0
strong,235,1536,119,110,131,35
offspring,3,2,2,0,2,1
hubby,33,45,11,20,12,4
happiness,179,277,72,56,26,25
perceived,19,15,3,16,4,3
tho,22,17,11,7,7,5
person,1331,1510,483,829,417,105
easy,157,297,80,84,66,29
polite,11,23,8,19,10,2
address,33,53,17,16,20,4
inferior,34,29,2,3,12,1
order,180,362,81,120,86,17
beings,31,49,21,13,8,4
regard,21,46,17,14,10,3
delicate,6,30,825,3,6,2
tender,14,28,1111,6,9,4
sentiments,10,8,5,3,2,0
refined,2,7,1,0,1,0
sensibility,0,2,1,0,0,3
augusta,0,0,1,0,0,0
faithful,17,595,583,5,9,2
jackie,2,8,4,3,1,0
cared,53,107,61,27,16,6
smug,6,1033,2,6,2,0
thinking,837,723,226,382,324,96
conquered,2,7,1,3,2,1
waste,113,64,15,41,22,6
price,43,83,20,33,15,5
oversize,0,1,0,0,0,0
portions,6,15,2,3,3,0
along,299,459,120,111,100,38
lugging,2,1,0,0,0,0
home,1509,1564,362,564,575,148
stryo,0,1,0,0,0,0
box,67,132,26,46,29,13
overs,3,4,0,1,0,0
reaching,32,61,16,6,16,10
human,259,279,84,116,59,12
contact,88,134,33,34,38,13
instant,14,23,4,8,7,4
message,89,150,28,48,32,15
pressured,15,7,1,11,1146,3
sexy,32,124,38,11,10,6
singer,13,31,7,5,11,3
interview,42,89,9,19,41,14
ebuka,0,0,0,0,5,0
obi,2,0,0,0,5,0
uchendu,0,0,0,0,5,0
rubbin,0,0,0,0,5,0
minds,14,45,5,14,14,5
niyola,0,0,0,0,1,0
href,1109,1678,359,347,262,127
art,114,348,92,51,45,24
journal,63,91,22,29,33,10
many,1405,1800,414,542,566,228
least,578,859,192,221,182,71
virtuous,2,847,0,3,3,0
fly,41,63,13,16,17,6
kites,1,1,0,0,0,0
beach,41,99,23,21,22,13
breeze,11,160,116,12,2,1
decent,39,57,13,21,13,5
collection,41,81,24,14,6,5
ago,428,416,112,187,168,47
defeated,1069,25,2,27,25,2
intimidated,15,19,2,4,1093,3
skill,15,49,7,8,12,5
sets,29,42,8,13,7,3
else,712,746,193,376,266,83
bringing,70,82,24,42,25,4
scrub,1,7,7,3,4,3
botanical,0,4,2,2,1,0
drawing,42,72,15,23,20,6
skills,55,180,15,32,32,16
gain,79,98,20,19,21,9
perspective,60,94,22,39,22,7
shamed,483,7,1,8,3,0
definitely,272,535,126,125,137,45
alpha,5,9,1,0,1,0
stache,0,2,1,0,0,0
drawn,31,49,11,9,9,5
weird,181,139,48,76,1180,1140
comme,0,0,0,0,1,1
des,1,2,1,1,1,1
gar,0,0,0,0,2,2
ons,3,2,1,2,1,1
angel,19,49,19,22,8,2
heavy,130,72,31,41,49,10
beads,0,8,5,3,2,3
contrasted,1,1,0,0,1,1
lightweight,3,6,3,1,2,1
nature,97,203,70,62,48,20
sheer,22,26,4,15,13,13
fabric,19,61,17,12,14,7
shaky,12,16,3,6,1059,3
jellified,0,0,0,0,1,0
manage,95,111,16,51,23,6
wetsuit,0,2,0,2,3,0
shoes,79,158,29,47,33,22
socks,26,33,4,15,10,7
billion,7,5,3,4,3,2
bailout,1,0,1,0,0,0
package,14,28,14,5,5,3
tarp,0,0,1,1,0,0
ideal,26,22,5,7,5,1
situation,464,339,95,303,239,38
lessons,42,106,11,21,15,7
learned,159,257,62,80,84,26
teachings,5,4,5,0,0,2
brought,135,155,49,54,38,9
onto,100,108,54,60,52,19
pass,128,189,32,74,64,20
worried,208,132,34,101,193,25
returning,40,43,8,7,31,4
exhausting,13,10,2,4,7,1
threw,38,40,8,30,7,0
sh,13,4,1,1,1,0
normally,106,134,35,61,52,17
lettuce,4,14,1,2,0,1
tomatoes,3,8,3,4,3,0
burger,19,13,3,3,1,1
moisture,3,11,3,1,2,0
absence,36,40,17,8,10,6
meat,23,55,19,30,14,2
rich,23,1087,18,18,10,6
juicy,3,10,6,0,1,1
empty,1196,82,17,51,42,16
rings,15,16,4,5,6,4
hand,262,457,219,162,155,62
sounds,116,129,26,73,64,30
strange,110,101,32,41,1190,1122
true,264,313,106,90,99,37
us,787,1361,379,412,342,120
wanting,336,255,97,265,126,28
divine,10,1087,14,4,6,6
intervention,4,53,1,2,3,1
color,86,173,23,35,51,23
mlbb,0,1,0,0,0,0
shade,15,52,8,7,3,4
darker,22,20,3,7,7,0
lip,19,40,20,11,9,5
suitable,5,22,3,3,9,0
playful,4,511,6,3,7,3
makeup,37,102,26,13,27,7
weepy,603,6,3,13,4,2
cried,139,59,28,28,27,7
ways,237,393,93,133,97,33
hunting,12,19,8,7,5,3
sleep,897,507,105,334,210,66
dreams,145,131,51,54,66,26
nightmares,21,9,1,9,10,1
eyes,392,415,187,183,164,81
cool,89,1402,49,49,53,25
showing,77,102,32,27,46,12
skin,187,400,249,110,86,50
terrible,1175,71,15,53,44,13
excuse,116,62,16,39,18,4
none,84,106,34,43,20,17
sense,489,764,220,184,245,109
leg,61,53,15,26,30,10
said,1104,1205,325,640,453,171
meant,150,204,55,70,55,20
mostly,235,249,50,107,90,33
unnecessarily,6,4,2,14,4,1
irritable,42,9,1,1124,27,1
towards,309,466,609,663,155,46
deserve,186,180,64,88,25,11
massaged,1,5,0,0,0,1
legs,155,142,51,36,75,18
thrilled,16,1039,14,8,22,9
afterwards,107,115,16,29,26,21
singularly,1,2,0,1,0,1
inadequate,1111,10,5,16,31,3
despite,230,304,62,100,91,22
fills,21,16,4,9,5,3
stagnated,2,1,1,0,2,0
backwards,14,21,2,6,8,1
reluctant,17,12,3,5,1109,1
chide,0,1,1,1,2,0
come,1059,1587,339,470,469,173
sometimes,1529,906,301,776,580,149
small,259,432,98,137,138,48
leaving,351,223,80,117,122,32
stressed,1291,115,17,1227,130,25
relatively,44,116,10,27,15,4
mindless,9,12,3,6,1,1
arrange,7,7,2,2,2,3
canvas,47,18,2,2,4,2
ami,0,1,0,0,0,1
monday,129,130,18,40,47,16
atl,1,0,0,0,0,0
news,237,156,30,80,77,39
gym,103,137,17,46,41,13
workplace,9,24,1,3,3,0
pathetic,1028,27,11,38,10,2
floor,110,77,12,43,45,17
single,283,304,81,125,77,39
except,164,191,57,74,59,21
went,825,806,154,336,361,108
bed,679,459,118,207,162,52
secretly,25,40,17,23,20,2
hoping,193,228,45,60,68,16
wake,421,323,74,137,149,51
three,294,450,100,132,120,55
given,284,532,114,151,124,48
moody,49,20,5,56,21,4
anyplace,3,1,0,0,1,2
specific,43,67,14,15,36,7
hungover,16,6,1,1,1,2
vicious,10,5,1,383,3,0
bout,36,24,5,20,8,7
failure,209,81,24,45,52,8
poisoning,4,4,1,5,1,0
verbatim,5,0,0,1,1,0
doer,2,1,0,0,1,0
shes,144,261,88,138,68,30
describing,13,18,11,7,12,6
frantically,7,2,1,3,4,0
behalf,32,27,7,33,4,4
list,194,326,68,99,87,42
show,449,611,172,203,186,68
artistic,18,783,5,7,5,1
satisfies,1,3,2,1,0,0
simple,99,209,49,49,48,27
desire,160,231,108,76,59,14
entertaining,13,37,3,9,3,2
fatigued,19,10,1,4,4,2
flat,66,43,10,34,23,12
result,134,216,27,60,43,13
spent,494,359,73,176,148,44
allergies,21,5,0,8,3,0
compositon,0,0,0,1,0,0
opened,63,61,19,19,50,16
colours,23,63,15,13,5,2
brighter,19,31,6,4,2,1
article,54,90,25,55,23,9
suspects,1,0,0,3,0,0
politics,29,37,11,22,9,2
leached,0,0,0,1,0,0
longer,473,508,160,205,204,45
pained,336,1,1,4,2,2
regret,140,94,32,47,24,9
arises,5,6,0,1,3,0
subsides,3,3,1,1,2,0
attachment,38,16,10,5,8,2
pope,2,9,3,2,0,0
francis,5,8,1,0,1,0
assured,18,1052,5,8,10,1
completed,16,97,4,10,11,2
telling,313,283,91,159,109,40
dad,183,166,59,99,58,18
millions,34,24,10,17,6,1
vargas,0,1,1,0,0,0
shitty,1205,19,6,35,14,3
bashful,0,2,1,0,158,0
ridiculously,44,57,14,24,15,2
self,670,769,174,311,257,57
conscious,76,50,19,22,58,9
zayne,1,0,0,0,0,0
wearing,116,357,58,57,88,32
vital,9,1083,2,5,7,0
tangs,0,1,0,0,0,0
government,52,91,24,55,40,6
shouldnt,232,126,45,122,69,26
enforce,1,4,1,0,1,0
loyalty,7,12,15,4,6,3
citizens,19,30,6,8,5,0
loyal,15,21,791,7,0,2
country,188,315,103,94,83,33
state,265,226,51,104,95,24
betrayed,179,39,32,77,28,12
finale,10,11,0,5,3,0
isnt,320,447,97,133,100,38
idea,413,506,129,179,217,70
obsession,15,17,9,12,4,1
difficult,157,185,54,90,72,16
clearly,99,100,32,42,47,17
soul,223,242,121,75,91,16
careful,22,36,14,18,18,5
swing,19,36,8,12,6,2
decision,147,228,41,77,111,16
unfortunate,687,9,4,8,8,1
fucking,330,140,57,223,75,12
asshole,35,25,14,22,4,3
father,237,192,105,128,83,20
emotionally,398,114,38,62,116,13
cancel,21,10,2,7,3,1
internet,114,131,23,66,54,22
dating,70,60,22,25,37,3
membership,8,8,2,4,4,2
meet,174,319,75,77,119,33
taken,291,364,80,126,108,42
convinced,42,1102,9,14,20,3
deviled,0,1,0,0,0,0
egg,16,34,10,6,2,0
casual,13,862,6,4,8,3
sneaker,0,3,0,0,0,0
traditional,14,34,11,9,11,2
workouts,25,34,0,10,5,2
justified,22,16,4,27,7,0
everythings,14,25,1,4,8,3
bag,75,139,18,42,35,12
taking,447,561,136,251,199,68
giving,274,429,157,183,106,29
personal,169,281,75,89,97,24
exists,22,39,4,14,9,4
plasma,1,1,0,0,0,1
form,105,233,40,65,50,23
intelligences,0,2,0,0,0,0
interact,18,36,9,10,11,2
humankind,2,5,1,0,0,0
throughout,106,168,43,36,33,18
history,84,146,31,35,32,17
including,77,101,24,39,26,8
lots,118,258,59,48,68,24
unanswered,1,5,1,1,2,0
content,91,1263,24,40,36,18
add,102,281,67,74,39,21
discomfort,43,30,12,23,26,11
discuss,39,47,16,26,30,4
learnt,40,69,4,12,17,8
improving,14,35,1,2,5,1
health,157,244,47,68,46,14
physical,140,126,38,46,52,12
fitness,27,56,8,6,14,3
dramatic,52,37,7,13,4,2
effects,94,90,23,28,31,12
cute,60,1262,29,36,14,11
puppy,34,38,15,11,7,0
middle,128,138,34,86,79,16
top,168,402,93,111,67,35
row,32,44,9,15,7,7
male,31,49,21,29,29,3
species,13,9,6,6,3,4
etc,269,243,72,146,109,28
fill,147,88,35,35,28,11
hopeful,63,1118,24,9,28,4
golfer,0,3,1,0,0,0
sunshine,24,98,20,19,5,4
tour,30,42,10,9,15,6
confusion,29,21,11,14,12,5
ll,282,456,99,128,140,46
block,44,65,3,25,21,12
refuse,69,38,10,44,20,1
posted,145,131,33,59,37,21
movement,44,102,36,14,27,11
found,625,724,185,360,303,85
communal,2,9,0,4,0,0
aching,1178,25,6,9,6,4
stable,15,32,7,4,10,1
wow,44,48,6,13,17,9
putting,210,238,50,119,111,37
doubt,150,159,48,52,80,19
incapable,40,9,7,11,9,3
picking,60,67,15,25,28,7
yes,212,239,70,134,84,27
naughty,9,26,932,6,6,1
dunno,50,50,15,37,13,4
suddenly,288,222,77,105,197,36
kiss,61,118,122,17,23,2
teamed,1,6,1,0,0,0
jim,10,20,4,11,8,2
met,150,400,78,70,76,40
ten,76,88,16,26,30,12
hummer,0,3,0,0,0,0
teasing,4,12,2,2,3,0
matter,400,492,146,163,129,36
regretful,910,8,1,10,3,0
unable,173,46,13,62,64,11
formed,11,19,4,4,7,2
closer,62,125,35,29,36,9
niece,18,23,8,5,0,1
nephews,9,7,3,2,0,0
distance,86,79,22,15,41,9
lawrencewashington,3,1,0,1,1,0
verbally,47,8,3,9,12,1
assaulted,276,0,0,6,257,1
teenage,27,19,10,17,11,1
boy,161,306,120,94,82,40
urgency,6,19,4,4,9,3
jolly,4,467,0,1,0,0
satisfied,49,1195,10,20,7,7
mid,42,52,14,17,22,6
summer,221,410,117,98,101,44
bracer,0,1,0,0,0,0
leaves,142,141,54,61,69,20
films,21,71,23,15,16,14
charm,3,25,4,2,2,0
rest,386,533,111,139,110,36
unfeeling,11,4,3,28,4,1
death,292,172,59,111,96,26
trap,14,14,4,11,1,3
survived,12,32,6,4,5,6
coarse,2,1,0,0,1,1
wet,45,45,24,37,13,6
tongue,33,46,36,26,11,9
dripping,8,12,7,7,0,2
saliva,2,1,2,0,0,1
slammed,8,5,2,3,4,2
door,137,193,37,83,89,25
lead,96,151,32,46,55,15
kitchen,63,130,14,35,35,11
loads,32,44,4,6,7,1
laundry,49,69,8,23,19,8
done,868,1046,149,401,315,106
evening,152,230,71,85,77,16
basket,11,27,1,5,5,2
finished,168,311,35,68,54,34
pathetically,8,4,0,3,2,0
protect,62,59,19,33,29,5
son,152,158,65,72,54,28
exposure,7,16,4,3,9,2
toxins,6,2,0,3,0,1
contributed,16,22,8,1,8,0
autism,10,4,2,2,2,1
mornings,50,52,11,31,11,3
abit,26,6,2,23,17,4
draggy,1,1,0,1,0,0
nth,1,0,0,4,0,1
stoning,2,0,0,1,0,0
turned,175,185,61,81,74,20
ciders,1,0,0,0,0,0
enjoyed,117,222,59,41,40,20
caught,138,124,49,86,64,16
uncomfortable,162,87,21,78,1256,30
loops,0,3,3,2,2,0
agitated,12,10,1,1093,1074,0
trusts,4,15,2,0,0,0
word,272,330,81,148,121,42
language,77,118,37,41,49,15
familiar,55,75,18,19,34,8
meaning,71,88,19,33,13,3
gazing,3,14,5,3,5,0
sea,44,64,25,18,30,7
begun,51,62,11,29,22,7
puttery,0,1,0,0,0,0
puppet,4,1,3,1,0,2
eager,20,1071,8,15,21,8
arrive,27,57,8,26,15,5
topic,59,118,45,39,44,17
chosen,47,163,26,20,19,4
zealanders,2,0,0,0,0,0
respectful,7,17,9,7,2,0
amusing,8,21,2,7,4,2
questioners,1,0,1,0,0,0
encountered,13,22,4,10,9,7
embarressed,0,2,0,0,0,2
lately,915,534,156,408,266,82
drapes,0,1,2,1,2,0
inusable,1,0,0,0,0,0
creating,49,153,35,34,21,4
due,291,244,63,139,127,15
lack,371,209,57,207,101,32
hurts,132,72,29,41,37,9
ash,6,1,2,2,0,0
nudging,4,2,6,0,0,0
gray,20,22,8,12,5,3
sweater,6,26,7,6,4,5
dazed,6,4,1,0,4,732
warn,13,15,4,23,5,4
patient,27,65,21,40,23,2
accepting,71,72,26,19,23,2
confessions,5,8,1,2,1,0
snippets,3,7,0,1,0,0
journals,14,14,5,3,7,1
notes,33,64,8,19,16,6
perverse,126,1,0,2,0,0
insight,16,53,8,3,8,4
magical,8,34,13,8,9,7
drawings,6,21,4,2,6,0
sketches,5,8,1,0,1,0
photos,139,233,64,75,47,31
appealing,9,12,3,5,4,1
splendid,1,169,0,2,0,0
doused,2,1,1,0,0,0
misery,49,16,7,21,10,0
happier,39,104,13,24,12,9
circumstances,74,88,22,35,32,8
struggle,174,176,32,59,47,12
survey,6,12,0,6,4,0
instantly,59,97,19,36,23,6
gratitude,48,145,56,11,23,24
blessings,51,77,23,24,18,10
lord,125,201,91,47,59,31
pack,43,53,7,19,17,6
boxes,27,32,3,6,12,2
attempt,117,121,11,51,28,8
humiliated,1052,8,1,18,9,4
experiences,116,225,46,34,66,20
moving,168,288,63,96,124,29
physically,356,157,26,55,111,17
mentally,226,105,10,44,46,8
doomed,1039,2,0,0,4,0
fail,143,81,20,37,37,7
listed,7,22,4,4,5,3
significantly,20,35,3,8,3,1
impatience,7,2,2,10,3,0
dissatisfaction,12,5,4,8,3,0
unhappiness,23,8,5,3,4,0
guilty,1376,151,33,149,79,20
lazy,151,132,18,53,35,7
forever,193,182,60,48,45,19
lying,113,66,17,41,45,15
convince,35,35,9,24,12,2
reboot,4,2,1,0,0,0
everyones,37,45,7,25,11,7
cupboards,2,6,2,2,1,1
loving,129,271,1320,65,48,27
fan,80,136,61,33,22,11
taylor,12,19,4,5,5,1
swifts,1,1,0,0,0,0
songwriter,3,6,0,1,2,0
across,125,203,70,79,63,25
thud,9,2,0,0,0,0
full,380,611,112,150,136,59
eat,512,458,100,251,144,45
fruit,42,59,17,11,11,3
based,89,142,53,30,41,16
dessert,13,31,11,5,5,2
hung,40,32,10,14,14,3
railing,4,1,0,2,2,0
unfamiliar,13,11,5,3,17,1
body,776,810,278,280,290,106
savage,1,1,1,145,1,0
achievement,9,36,9,7,6,9
stare,46,55,12,26,22,13
innocently,2,2,0,1,1,0
rolls,12,25,6,4,9,1
continues,31,48,15,14,6,5
papers,33,47,3,6,22,2
mine,257,321,117,189,93,30
wrong,513,300,83,278,215,36
attitudes,18,12,2,13,5,0
part,704,1708,351,298,276,94
masters,12,34,10,4,8,2
degree,56,87,16,40,24,8
damaged,956,11,3,10,5,0
beyond,150,203,51,58,55,18
repair,31,8,3,8,3,1
permanently,32,14,0,8,3,0
highground,0,1,0,0,0,0
superior,13,959,1,10,6,1
martyr,3,6,0,2,0,0
syndrome,16,20,2,17,14,0
precursor,0,3,0,0,0,0
rushed,17,21,5,1109,24,3
forced,95,52,18,73,42,3
richer,5,12,1,2,0,1
breathing,37,67,28,30,32,12
listening,175,264,68,79,57,32
voice,159,244,91,79,100,28
eating,401,345,61,150,91,33
void,55,16,8,11,12,2
lodging,2,1,0,1,0,0
hopping,4,5,0,2,2,2
zipcar,0,0,0,1,0,0
obnoxious,10,7,1,441,2,0
garage,10,14,5,6,4,0
street,65,108,22,47,69,19
attendant,1,4,0,2,0,0
nissan,1,0,0,2,0,0
prius,0,2,0,1,0,0
